chr12	40245463	40259629	.	1000	.	31747.20944	-1	-1	4751	5.000000	5.000000	40245862	40259629	16332.91504	3023	40245463	40259629	15414.29440	1211
chr11	69298722	69303536	.	1000	.	31245.34863	-1	-1	2960	5.000000	5.000000	69298722	69303536	15112.68262	2982	69299158	69303137	16132.66602	2502
chr2	174277359	174282586	.	1000	.	31114.57227	-1	-1	4060	5.000000	5.000000	174277408	174282586	15392.41211	3981	174277359	174282386	15722.16016	4091
chr18	34992320	35001311	.	1000	.	31036.38925	-1	-1	1861	5.000000	5.000000	34992744	35001311	14936.88321	1441	34992320	35001294	16099.50604	1180
chr7	141923237	141934362	.	1000	.	30804.36665	-1	-1	4471	5.000000	5.000000	141923237	141934362	15432.37756	1110	141923436	141933867	15371.98909	1532
chr8	85386065	85392522	.	1000	.	30575.01367	-1	-1	4718	5.000000	5.000000	85386065	85392522	15583.26660	4711	85386427	85392478	14991.74707	1470
chr7	63585471	63590589	.	1000	.	30549.94037	-1	-1	3463	5.000000	5.000000	63585471	63590514	15541.77051	3512	63585785	63590589	15008.16986	1653
chr13	45541689	45551688	.	1000	.	29848.01974	-1	-1	3891	5.000000	5.000000	45541689	45551676	14836.48730	874	45541747	45551688	15011.53244	611
chr11	75541035	75547648	.	1000	.	29739.71680	-1	-1	3895	5.000000	5.000000	75541035	75547648	14250.83496	3793	75541074	75547310	15488.88184	3958
chr15	67044531	67050840	.	1000	.	29690.65723	-1	-1	1554	5.000000	5.000000	67044531	67050772	15283.70410	1555	67044578	67050840	14406.95312	1507
chr6	31052036	31059790	.	1000	.	29657.30249	-1	-1	6340	5.000000	5.000000	31052198	31059790	14380.94385	1568	31052036	31059323	15276.35864	2818
chr11	115077154	115082081	.	1000	.	29481.94141	-1	-1	3129	5.000000	5.000000	115077271	115082081	14064.67481	3048	115077154	115081827	15417.26660	3094
chr15	38298535	38303423	.	1000	.	29135.99805	-1	-1	2586	5.000000	5.000000	38298535	38303423	14777.21777	2615	38298776	38302983	14358.78027	2316
chr2	173111368	173119445	.	1000	.	29088.58423	-1	-1	7041	5.000000	5.000000	173111368	173119088	14965.96777	7007	173111725	173119445	14122.61645	1178
chr14	61917423	61922840	.	1000	.	29067.80942	-1	-1	1033	5.000000	5.000000	61917445	61922840	14992.32364	312	61917423	61922726	14075.48578	552
chr10	37011653	37018397	.	1000	.	28945.92090	-1	-1	1544	5.000000	5.000000	37012054	37018300	13760.90820	1145	37011653	37018397	15185.01269	1542
chr3	59111329	59120456	.	1000	.	28945.57953	-1	-1	5284	5.000000	5.000000	59111422	59120317	14500.94675	4184	59111329	59120456	14444.63278	1365
chr5	121970212	121977957	.	1000	.	28802.14410	-1	-1	5006	5.000000	5.000000	121970212	121977920	14286.60846	2237	121970306	121977957	14515.53564	2086
chr11	75348909	75354207	.	1000	.	28687.86328	-1	-1	3353	5.000000	5.000000	75348909	75354179	14003.57422	3431	75348981	75354207	14684.28906	3204
chr5	142801820	142809746	.	1000	.	28573.90234	-1	-1	1828	5.000000	5.000000	142801820	142809468	14102.49023	1718	142801835	142809746	14471.41211	1924
chr4	48041929	48049398	.	1000	.	28383.56256	-1	-1	2091	5.000000	5.000000	48042245	48049398	14137.83581	619	48041929	48049299	14245.72674	917
chr2	127964233	127970391	.	1000	.	28306.71069	-1	-1	5194	5.000000	5.000000	127964233	127970341	13950.65405	1413	127964404	127970391	14356.05664	5014
chr1	131451439	131457067	.	1000	.	28284.49085	-1	-1	3813	5.000000	5.000000	131451439	131457067	13828.07581	1380	131451638	131456899	14456.41504	3614
chr2	90910604	90919154	.	1000	.	28255.79749	-1	-1	2780	5.000000	5.000000	90910604	90919154	14161.11987	1986	90910609	90918331	14094.67761	726
chr10	13839762	13844241	.	1000	.	28173.94043	-1	-1	833	5.000000	5.000000	13839839	13844241	14172.55469	746	13839762	13844202	14001.38574	844
chr7	100149066	100159371	.	1000	.	28116.48071	-1	-1	3512	5.000000	5.000000	100149066	100159371	13760.25024	1934	100149552	100159302	14356.23047	3043
chr8	11604600	11609044	.	1000	.	27960.25293	-1	-1	1311	5.000000	5.000000	11604652	11609044	13779.40234	1264	11604600	11609039	14180.85059	1306
chr1	90979181	90985906	.	1000	.	27926.51929	-1	-1	1581	5.000000	5.000000	90979181	90985906	13942.68518	539	90979191	90985779	13983.83411	911
chr1	86452170	86456986	.	1000	.	27913.92773	-1	-1	1548	5.000000	5.000000	86452170	86456986	14152.59277	956	86452253	86456918	13761.33496	2058
chr19	10818286	10829244	.	1000	.	27896.85623	-1	-1	1226	5.000000	5.000000	10818286	10828031	14052.09836	666	10818731	10829244	13844.75787	651
chr8	13722758	13728776	.	1000	.	27798.40918	-1	-1	4927	5.000000	5.000000	13722758	13728776	13767.40039	4892	13722955	13728718	14031.00879	4766
chr17	24385494	24392171	.	1000	.	27503.77759	-1	-1	4264	5.000000	5.000000	24385494	24392171	13237.89941	5376	24385663	24392117	14265.87817	905
chr5	43389231	43394095	.	1000	.	27455.35584	-1	-1	1489	5.000000	5.000000	43389231	43394091	13759.80701	945	43389303	43394095	13695.54883	1114
chr1	133998497	134008191	.	1000	.	27325.54395	-1	-1	6189	5.000000	5.000000	133998886	134008191	14277.86670	3076	133998497	134007982	13047.67725	1406
chr10	79983017	79989338	.	1000	.	27287.22583	-1	-1	2066	5.000000	5.000000	79983017	79989338	13391.78125	2269	79983086	79989023	13895.44458	1771
chr11	69552613	69558097	.	1000	.	27136.66504	-1	-1	909	5.000000	5.000000	69552825	69558052	12484.84375	697	69552613	69558097	14651.82129	909
chr15	89060626	89067933	.	1000	.	27127.71777	-1	-1	2981	5.000000	5.000000	89060626	89067933	14111.25293	1275	89060879	89067373	13016.46484	1610
chr3	31147292	31152711	.	1000	.	27080.11566	-1	-1	2642	5.000000	5.000000	31147344	31152711	13598.89258	2645	31147292	31152267	13481.22308	1208
chr13	23754494	23761149	.	1000	.	27057.67114	-1	-1	2469	5.000000	5.000000	23754828	23761149	13236.53931	1874	23754494	23761113	13821.13184	979
chr13	108024570	108029206	.	1000	.	26951.80957	-1	-1	2147	5.000000	5.000000	108024570	108029206	13680.78809	2140	108024785	108028971	13271.02148	1940
chr7	45103469	45110905	.	1000	.	26933.18603	-1	-1	4594	5.000000	5.000000	45103469	45110895	13154.10644	5875	45104049	45110905	13779.07959	1775
chr2	118373426	118381018	.	1000	.	26915.56451	-1	-1	4928	5.000000	5.000000	118373725	118381004	13337.93778	1489	118373426	118381018	13577.62674	3187
chr8	71059505	71064948	.	1000	.	26827.78320	-1	-1	3094	5.000000	5.000000	71059505	71064948	13846.59473	2699	71060014	71064887	12981.18848	2981
chr4	125015327	125022511	.	1000	.	26762.25513	-1	-1	5921	5.000000	5.000000	125015327	125022511	13801.79199	5934	125016057	125022316	12960.46314	662
chr18	60631318	60636351	.	1000	.	26697.78711	-1	-1	1824	5.000000	5.000000	60631430	60636351	13038.02539	1738	60631318	60635975	13659.76172	1799
chr8	71217469	71222643	.	1000	.	26664.51562	-1	-1	3941	5.000000	5.000000	71217469	71222643	13363.75293	4263	71217649	71222630	13300.76269	3439
chr19	12771885	12776885	.	1000	.	26344.35919	-1	-1	1662	5.000000	5.000000	12771885	12776872	12965.45508	1665	12771896	12776885	13378.90411	491
chr7	24976937	24983410	.	1000	.	26231.68945	-1	-1	3172	5.000000	5.000000	24976937	24983410	12746.63672	4438	24977690	24983390	13485.05274	1073
chr15	59519079	59523904	.	1000	.	26137.43750	-1	-1	1307	5.000000	5.000000	59519092	59523904	12993.90527	1294	59519079	59523624	13143.53223	1307
chr11	102319156	102324309	.	1000	.	26074.10449	-1	-1	2952	5.000000	5.000000	102319156	102324309	12457.32227	3855	102319233	102324196	13616.78223	1973
chr2	44993705	45003974	.	1000	.	25945.57733	-1	-1	8449	5.000000	5.000000	44993705	45003922	12344.10547	2793	44994208	45003974	13601.47186	775
chr13	51996899	52003935	.	1000	.	25941.26874	-1	-1	3650	5.000000	5.000000	51996951	52003524	12684.07324	1430	51996899	52003935	13257.19549	708
chr7	101030605	101035677	.	1000	.	25921.02832	-1	-1	1033	5.000000	5.000000	101030605	101035677	13323.26758	1007	101030694	101035596	12597.76074	971
chr2	75531281	75537320	.	1000	.	25886.38364	-1	-1	3652	5.000000	5.000000	75531281	75537320	13143.29590	3572	75531648	75537002	12743.08774	757
chr13	81030646	81034929	.	1000	.	25867.75488	-1	-1	3554	5.000000	5.000000	81030646	81034917	13255.79297	3625	81030713	81034929	12611.96191	3417
chr5	23637363	23641029	.	1000	.	25653.86816	-1	-1	1099	5.000000	5.000000	23637403	23641029	12575.84277	1035	23637363	23641019	13078.02539	1124
chr10	80969285	80974864	.	1000	.	25570.25049	-1	-1	4048	5.000000	5.000000	80969285	80974864	12129.35254	4046	80969326	80974786	13440.89795	1750
chr4	35221722	35226712	.	1000	.	25503.43579	-1	-1	4166	5.000000	5.000000	35221722	35226664	12355.41870	1707	35221748	35226712	13148.01709	1464
chr12	112582672	112588654	.	1000	.	25494.91809	-1	-1	1209	5.000000	5.000000	112582672	112588620	12574.30252	647	112582722	112588654	12920.61557	720
chr13	49339611	49346726	.	1000	.	25301.95190	-1	-1	1907	5.000000	5.000000	49339611	49346726	13028.03906	1930	49339891	49346373	12273.91284	1140
chr19	46487871	46493636	.	1000	.	25113.23828	-1	-1	4755	5.000000	5.000000	46487871	46493636	12479.79688	4765	46487938	46493243	12633.44141	4679
chr7	81508595	81513887	.	1000	.	25023.34656	-1	-1	1336	5.000000	5.000000	81508595	81513887	12588.52246	1318	81508651	81513768	12434.82410	746
chr4	63316500	63322288	.	1000	.	24929.97754	-1	-1	2365	5.000000	5.000000	63316500	63322288	12900.32519	1161	63316849	63322142	12029.65234	978
chr1	184460490	184467953	.	1000	.	24843.80469	-1	-1	624	5.000000	5.000000	184460677	184467953	12306.85156	438	184460490	184467755	12536.95312	623
chr3	95569693	95577450	.	1000	.	24776.51965	-1	-1	6289	5.000000	5.000000	95569693	95577383	12797.53564	2049	95569705	95577450	11978.98401	995
chr10	99096629	99102543	.	1000	.	24743.49316	-1	-1	2481	5.000000	5.000000	99096629	99102514	12758.05273	1417	99096858	99102543	11985.44043	1204
chr17	87267863	87272848	.	1000	.	24736.48973	-1	-1	2114	5.000000	5.000000	87267863	87272778	12158.61157	1320	87268170	87272848	12577.87816	794
chr18	61237209	61244526	.	1000	.	24651.56795	-1	-1	4442	5.000000	5.000000	61237209	61244466	12856.24457	1305	61237727	61244526	11795.32338	2001
chr11	69010849	69017454	.	1000	.	24573.73730	-1	-1	2784	5.000000	5.000000	69010943	69017231	11602.56641	1471	69010849	69017454	12971.17090	2781
chr5	53745400	53749350	.	1000	.	24524.10352	-1	-1	947	5.000000	5.000000	53745400	53749350	11930.91504	938	53745732	53749347	12593.18848	625
chr5	125457727	125463381	.	1000	.	24408.54785	-1	-1	4560	5.000000	5.000000	125457727	125463373	12213.16699	4559	125458373	125463381	12195.38086	3916
chr12	40269707	40274464	.	1000	.	24298.81406	-1	-1	3645	5.000000	5.000000	40269739	40274330	11725.39160	3639	40269707	40274464	12573.42245	860
chr11	16949254	16956354	.	1000	.	24280.26166	-1	-1	5972	5.000000	5.000000	16949467	16956354	12328.35644	5763	16949254	16956210	11951.90521	1416
chr13	30167073	30171126	.	1000	.	24233.36621	-1	-1	3173	5.000000	5.000000	30167108	30171126	12004.73535	3138	30167073	30171045	12228.63086	3173
chr4	126152794	126157033	.	1000	.	24195.37402	-1	-1	3245	5.000000	5.000000	126152794	126157033	12103.64844	3207	126152956	126157007	12091.72559	3122
chr9	85206242	85211078	.	1000	.	24193.78552	-1	-1	3241	5.000000	5.000000	85206261	85211078	12152.09314	1055	85206242	85211078	12041.69238	3232
chr5	93412213	93417126	.	1000	.	24158.98731	-1	-1	2805	5.000000	5.000000	93412360	93417079	11730.65625	2656	93412213	93417126	12428.33106	2808
chr11	97549075	97554201	.	1000	.	24129.72363	-1	-1	1344	5.000000	5.000000	97549125	97554147	11604.79004	1288	97549075	97554201	12524.93359	1350
chr12	91730209	91734152	.	1000	.	24116.34082	-1	-1	3101	5.000000	5.000000	91730731	91734152	11442.13477	2643	91730209	91734068	12674.20606	3037
chr18	82928310	82933732	.	1000	.	24073.73389	-1	-1	3148	5.000000	5.000000	82928310	82933513	11772.62793	3148	82928327	82933732	12301.10596	451
chr10	127123410	127128341	.	1000	.	24051.35452	-1	-1	3110	5.000000	5.000000	127123410	127128341	11962.85086	1708	127123665	127128117	12088.50366	1293
chr17	26750454	26755259	.	1000	.	23983.53027	-1	-1	2557	5.000000	5.000000	26750535	26755171	11660.54980	909	26750454	26755259	12322.98047	3874
chr10	21866851	21872823	.	1000	.	23896.43555	-1	-1	3627	5.000000	5.000000	21866851	21872804	12071.12109	3622	21867141	21872823	11825.31445	3342
chr1	180228557	180233565	.	1000	.	23842.05554	-1	-1	2980	5.000000	5.000000	180228609	180233493	11972.70703	2948	180228557	180233565	11869.34851	1739
chr14	25457089	25462945	.	1000	.	23828.47949	-1	-1	2386	5.000000	5.000000	25457089	25462731	11367.43555	3602	25457585	25462945	12461.04394	674
chr4	125007508	125013602	.	1000	.	23677.77148	-1	-1	2934	5.000000	5.000000	125007508	125013602	11672.07519	2960	125007632	125012731	12005.69629	2785
chr8	106070812	106076539	.	1000	.	23592.45093	-1	-1	3825	5.000000	5.000000	106070812	106076539	11998.26856	3861	106070871	106076514	11594.18237	1397
chr11	3141022	3147184	.	1000	.	23529.69189	-1	-1	2447	5.000000	5.000000	3141022	3147184	12042.94336	2452	3141098	3147134	11486.74853	2185
chr15	96181900	96187305	.	1000	.	23469.95508	-1	-1	2151	5.000000	5.000000	96181900	96187305	11876.77832	1550	96182369	96186864	11593.17676	2283
chr15	61854960	61860297	.	1000	.	23431.68774	-1	-1	2495	5.000000	5.000000	61854960	61860297	12263.71191	2499	61855169	61860119	11167.97583	818
chr18	73704351	73708011	.	1000	.	23093.84180	-1	-1	1066	5.000000	5.000000	73704351	73708010	11411.08496	966	73704370	73708011	11682.75684	1148
chr17	36175939	36182144	.	1000	.	23081.38757	-1	-1	5399	5.000000	5.000000	36176312	36182144	11493.97168	5055	36175939	36182125	11587.41589	1101
chr4	32248179	32251666	.	1000	.	23077.72754	-1	-1	2582	5.000000	5.000000	32248179	32251654	11659.55859	2155	32248296	32251666	11418.16894	2892
chr10	17596717	17600662	.	1000	.	23032.38086	-1	-1	2068	5.000000	5.000000	17596717	17600662	11592.14160	1886	17596750	17600609	11440.23926	2218
chr11	109360396	109365267	.	1000	.	23001.56348	-1	-1	4335	5.000000	5.000000	109360446	109365267	11537.06152	4273	109360396	109365266	11464.50195	4348
chr8	27465405	27470261	.	1000	.	22988.27930	-1	-1	1646	5.000000	5.000000	27465405	27470261	11432.51758	1646	27465542	27470261	11555.76172	931
chr12	100164504	100170560	.	1000	.	22957.58466	-1	-1	1240	5.000000	5.000000	100164504	100170537	11451.72363	1164	100164658	100170560	11505.86102	582
chr14	120713775	120718403	.	1000	.	22919.99591	-1	-1	1204	5.000000	5.000000	120714020	120718403	11110.00781	959	120713775	120718231	11809.98810	348
chr16	15704238	15709268	.	1000	.	22876.90869	-1	-1	812	5.000000	5.000000	15704468	15709125	11136.05762	586	15704238	15709268	11740.85107	1230
chr15	98926580	98932929	.	1000	.	22872.59659	-1	-1	1604	5.000000	5.000000	98926580	98932929	11243.94141	1609	98926782	98932059	11628.65518	922
chr17	29707531	29712477	.	1000	.	22868.21680	-1	-1	1265	5.000000	5.000000	29707576	29712252	11274.68750	513	29707531	29712477	11593.52930	1972
chr18	75499314	75506104	.	1000	.	22867.78031	-1	-1	817	5.000000	5.000000	75499314	75506104	11780.82910	1144	75499324	75505998	11086.95120	981
chr5	142890903	142896267	.	1000	.	22797.72070	-1	-1	3086	5.000000	5.000000	142890903	142896249	11226.47559	1658	142890915	142896267	11571.24512	4503
chr7	122967132	122971430	.	1000	.	22695.69336	-1	-1	2232	5.000000	5.000000	122967132	122971390	11030.31836	2232	122967452	122971430	11665.37500	1913
chr15	36791584	36795242	.	1000	.	22694.20508	-1	-1	1753	5.000000	5.000000	36791610	36794945	10503.13281	1212	36791584	36795242	12191.07227	2268
chr5	150515469	150519963	.	1000	.	22657.92383	-1	-1	3563	5.000000	5.000000	150515469	150519963	11865.59082	3473	150515520	150519455	10792.33301	3602
chr1	64568733	64573651	.	1000	.	22588.21777	-1	-1	3277	5.000000	5.000000	64568733	64573651	11236.73535	3273	64568751	64573500	11351.48242	3263
chr8	121262433	121267464	.	1000	.	22516.87280	-1	-1	3828	5.000000	5.000000	121262433	121267441	11224.53613	3829	121262506	121267464	11292.33667	1661
chr17	57553527	57557268	.	1000	.	22486.80176	-1	-1	1395	5.000000	5.000000	57553836	57557268	10843.24316	1091	57553527	57557206	11643.55859	1390
chr6	29525297	29531319	.	1000	.	22463.26184	-1	-1	3959	5.000000	5.000000	29525297	29531319	11289.35071	2224	29525320	29530788	11173.91113	2144
chr4	144616922	144621648	.	1000	.	22433.96826	-1	-1	1971	5.000000	5.000000	144616999	144621625	11140.69629	1895	144616922	144621648	11293.27197	1324
chr11	117669577	117674945	.	1000	.	22375.66760	-1	-1	2503	5.000000	5.000000	117669577	117674945	11339.16309	2031	117669600	117674890	11036.50452	1869
chr8	85425489	85432649	.	1000	.	22355.14099	-1	-1	1227	5.000000	5.000000	85425522	85432649	11301.87036	987	85425489	85432389	11053.27063	1100
chr5	32289761	32294908	.	1000	.	22350.18738	-1	-1	3345	5.000000	5.000000	32289761	32294908	11460.44238	3349	32290116	32294636	10889.74500	928
chr8	89766918	89773970	.	1000	.	22256.53287	-1	-1	3356	5.000000	5.000000	89766918	89773970	11303.28711	3358	89767252	89773910	10953.24576	1144
chr8	36713807	36717346	.	1000	.	22148.41992	-1	-1	2807	5.000000	5.000000	36713864	36717346	10924.38379	2783	36713807	36717281	11224.03613	2774
chr12	91553735	91558535	.	1000	.	22130.43848	-1	-1	3611	5.000000	5.000000	91553735	91558219	11039.90820	3609	91554644	91558535	11090.53027	2704
chr7	135250659	135257770	.	1000	.	22086.64368	-1	-1	6367	5.000000	5.000000	135250659	135257760	11858.67456	2854	135250682	135257770	10227.96912	651
chr10	18873449	18881714	.	1000	.	22066.62500	-1	-1	3137	5.000000	5.000000	18873449	18881714	11014.49023	1876	18873764	18881390	11052.13477	1253
chr9	106244108	106250525	.	1000	.	22048.55237	-1	-1	980	5.000000	5.000000	106244247	106250503	10939.24438	1064	106244108	106250525	11109.30798	649
chr6	129209285	129215607	.	1000	.	22042.26031	-1	-1	3819	5.000000	5.000000	129209285	129215607	11490.76172	889	129209355	129215570	10551.49860	468
chr12	76415549	76420346	.	1000	.	22035.07867	-1	-1	701	5.000000	5.000000	76415549	76420346	10778.65778	509	76415624	76420126	11256.42090	613
chr7	127076305	127080247	.	1000	.	22000.43652	-1	-1	858	5.000000	5.000000	127076305	127080213	10725.26465	825	127076586	127080247	11275.17188	611
chr19	26581100	26585634	.	1000	.	21976.15723	-1	-1	1286	5.000000	5.000000	26581100	26585634	11154.20215	1275	26581352	26585583	10821.95508	1045
chr8	93579097	93583764	.	1000	.	21963.90820	-1	-1	1635	5.000000	5.000000	93579321	93583764	10793.53125	2239	93579097	93583564	11170.37695	807
chr1	133056748	133062535	.	1000	.	21892.61090	-1	-1	2233	5.000000	5.000000	133056748	133062535	11674.36459	1288	133056770	133062327	10218.24631	1148
chr10	42150374	42154724	.	1000	.	21871.51856	-1	-1	3466	5.000000	5.000000	42150392	42154599	10428.18945	3436	42150374	42154724	11443.32910	3479
chr7	30847396	30851901	.	1000	.	21840.52930	-1	-1	3414	5.000000	5.000000	30847401	30851774	10708.85156	3112	30847396	30851901	11131.67773	1672
chr4	40850421	40854934	.	1000	.	21827.71191	-1	-1	3781	5.000000	5.000000	40850498	40854934	10565.06055	3697	40850421	40854872	11262.65137	3788
chr2	160207048	160212045	.	1000	.	21776.43164	-1	-1	2083	5.000000	5.000000	160207059	160212045	11058.86035	2134	160207048	160211290	10717.57129	2022
chr1	62741674	62747095	.	1000	.	21761.41113	-1	-1	812	5.000000	5.000000	62741674	62747050	10927.76074	805	62741692	62747095	10833.65039	949
chr3	58320977	58325036	.	1000	.	21712.46582	-1	-1	1526	5.000000	5.000000	58320977	58325036	10954.16406	1805	58321010	58325023	10758.30176	1214
chr6	113052356	113055862	.	1000	.	21711.94043	-1	-1	1037	5.000000	5.000000	113052356	113055862	10357.89356	1043	113052379	113055751	11354.04688	1008
chr7	82514056	82518709	.	1000	.	21705.89819	-1	-1	1366	5.000000	5.000000	82514056	82518709	10577.58008	1381	82514315	82518551	11128.31812	825
chr17	84423307	84427761	.	1000	.	21694.33887	-1	-1	2559	5.000000	5.000000	84423497	84427751	10570.36035	2375	84423307	84427761	11123.97852	2553
chr11	48743915	48749798	.	1000	.	21689.38379	-1	-1	2381	5.000000	5.000000	48743923	48749798	10918.97852	715	48743915	48749629	10770.40527	1447
chr12	86878258	86881775	.	1000	.	21682.35254	-1	-1	2426	5.000000	5.000000	86878258	86881775	10978.90137	2432	86878295	86881775	10703.45117	2383
chr19	3370924	3376549	.	1000	.	21669.56836	-1	-1	2330	5.000000	5.000000	3370924	3376549	10758.42969	2318	3371326	3375775	10911.13867	1941
chr3	136374488	136378337	.	1000	.	21660.08984	-1	-1	1338	5.000000	5.000000	136374504	136378040	10646.27832	1334	136374488	136378337	11013.81152	1326
chr10	121208918	121213184	.	1000	.	21611.37207	-1	-1	1789	5.000000	5.000000	121208918	121213184	11100.19043	1788	121209554	121213174	10511.18164	1154
chr19	53298711	53303483	.	1000	.	21598.09766	-1	-1	3980	5.000000	5.000000	53298711	53303483	10729.98926	3981	53298712	53303121	10868.10840	3978
chr12	84220393	84225325	.	1000	.	21486.58658	-1	-1	2234	5.000000	5.000000	84220393	84225325	10369.64908	1164	84220445	84225135	11116.93750	2186
